title,genres,links
It Came from Hollywood,"['Comedy', 'Documentary']",/7MEflXzbne5jzOalnM7Q3LY1Cgj.jpg
The Thing from Another World,"['Horror', 'Science Fiction']",/jb4gPm7A5nKikStVu5IiRw3vqzd.jpg
It Came from Outer Space,"['Horror', 'Science Fiction']",/hIYZaXip6eZDN9hU9xCZAVuFAWG.jpg
The War of the Worlds,"['Horror', 'Science Fiction', 'Thriller']",/kCbFRaaDob0bmRjqafgaDTFpGJJ.jpg
It Came from Beneath the Sea,"['Horror', 'Science Fiction']",/wTFPbEWY1zQxU92qCl8Exx3WpKS.jpg
Invasion of the Body Snatchers,"['Horror', 'Science Fiction']",/6EVtwbBvGpfopVJdlgIs7mEHpuG.jpg
Earth vs. the Flying Saucers,"['Action', 'Science Fiction']",/2uZiDKBAfBYGvJwJDgFaeY3szSh.jpg
It Conquered the World,"['Horror', 'Science Fiction', 'Thriller']",/tVJFcfYX5XzKMDSRtjGQdznEaq1.jpg
The Mole People,"['Adventure', 'Fantasy', 'Horror', 'Science Fiction']",/9ozw07YVow3hAZoFg5CloP8U3CM.jpg
Swamp Thing,"['Horror', 'Science Fiction']",/mlTr4tY9pWa7QQPdV9xkxVaJ5GC.jpg
Pork Chop Hill,"['Action', 'War', 'Drama']",/3EJmYJyj2eyDArf36EXttVak3I3.jpg
"Run Silent, Run Deep","['Drama', 'War']",/ulxNcQuQ0ERdfLYE8aopUgVUmAw.jpg
Notting Hill,"['Romance', 'Comedy', 'Drama']",/f1gMw3PVicfdq9thlvUIjJ5UdvS.jpg
The Thirteenth Floor,"['Thriller', 'Science Fiction', 'Mystery']",/19XUd3YoAY2cwWJnutvq5VEtiIO.jpg
Eternity and a Day,['Drama'],/k7aGrVip5qLCRmAFs7vhqRzWmcT.jpg
The Loss of Sexual Innocence,['Drama'],/jo2F0n1wnYKcHc181OzWPKqHs4M.jpg
Twice Upon a Yesterday,"['Comedy', 'Drama', 'Romance']",/wGSj8B6NbrPxzHlY4t6JPESpckA.jpg
Instinct,"['Drama', 'Mystery', 'Thriller']",/utbDE181LCMA27E1CgGtaC4XrbF.jpg
Desert Blue,"['Comedy', 'Drama']",/bHsLvpsTU5VI96YDCdJMmGz2M0o.jpg
Free Enterprise,"['Comedy', 'Romance']",/3GCMZDhvtrUcUK3FaZS3aEkyj8j.jpg
Austin Powers: The Spy Who Shagged Me,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']",/yhg0l1Ddd2thQOSUUQx9jBrGI12.jpg
Promise Her Anything,"['Comedy', 'Drama', 'Fantasy']",/zz2sZGdo3R0fSFjMxEuby7d8CQM.jpg
The Red Violin,"['Drama', 'Thriller', 'Mystery', 'Music', 'Romance']",/lh6EZuSSmGzaRgYuJeO7uSynQR4.jpg
Tarzan,"['Adventure', 'Animation', 'Drama', 'Family']",/hnTrfKJmnPLMTajHw2RDgv6hVyH.jpg
The General's Daughter,"['Crime', 'Drama', 'Mystery', 'Thriller']",/4fc4mB9tGgYV4mdJrWPLMfcRvnC.jpg
An Ideal Husband,"['Drama', 'Comedy', 'Romance']",/5EaU1ttO7C8wmLpmdRHRthKcgxq.jpg
The Legend of 1900,['Fantasy'],/wss1PkvHD2cYH6lu5mSa2MgGoi.jpg
Run Lola Run,"['Action', 'Drama', 'Thriller']",/3L8QhF5IkZOnEnBFdpj6GVkkp7d.jpg
Big Daddy,"['Comedy', 'Drama']",/zDJ4GVch7Iw2i0j84ceoElRUZUR.jpg
The Boys,['Drama'],/nkCmOJFNRuXeYE2dZCmdxY2RNgp.jpg
The Dinner Game,['Comedy'],/n57PfOOjoAzBBGJ87QJNkO40YzE.jpg
Zone 39,['Science Fiction'],/5VMuNPqKhc0gEH0HyVxgjUXAgs9.jpg
Arachnophobia,"['Comedy', 'Horror']",/pz4TWF3r6xqXN41Iqsjbf06rAQs.jpg
"South Park: Bigger, Longer & Uncut","['Animation', 'Comedy', 'Music']",/mDjhs2xoEHn2IiOPOt4LZGgR8Vl.jpg
Wild Wild West,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']",/ouhNr6KsjOBSPxXzqRZFh0fLkjZ.jpg
Summer of Sam,"['Thriller', 'Drama', 'Crime', 'Romance']",/fERQTWukzEsufDh5Yu4a0NnKAig.jpg
Les Amants du Pont-Neuf,"['Drama', 'Romance']",/xz00yDmTtGr3Uy3PEiopenQH2Zh.jpg
"Late August, Early September","['Drama', 'Foreign']",/pdo6ZVmBAx1QwHjGqQsTq1ZFmiv.jpg
American Pie,"['Comedy', 'Romance']",/k40WFAXMRekWEqsjURO3jiWob67.jpg
Arlington Road,"['Drama', 'Thriller', 'Mystery']",/jMwDRI4qu5FrSAzf7BfNveuRVf9.jpg
Autumn Tale,"['Drama', 'Romance']",/bTTclRpu2tK8KhTd5xe0C7FUsz.jpg
Muppets from Space,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",/zhiHQIgLSfII3ynPg2LRc1ZBrAE.jpg
The Blair Witch Project,"['Horror', 'Mystery']",/ip2IqmvCqFzvPe8RAHpT1My6XM9.jpg
My Life So Far,"['Comedy', 'Drama']",/fMeIRG7klgqXWpUrneqnbe4i4NV.jpg
Eyes Wide Shut,"['Mystery', 'Drama']",/zTuqPq1PBsIoG2DV9NgKPgdaoSX.jpg
Lake Placid,"['Horror', 'Comedy', 'Action', 'Science Fiction', 'Thriller']",/6lE0EahK7xDOYWRH6On5uKPnwQZ.jpg
The Wood,"['Comedy', 'Drama', 'Romance']",/yCUahqDKdQt14DqL8fW9LzP2ZMo.jpg
The Velocity of Gary,"['Drama', 'Romance']",/rTCSO24BVkwQWpb0zL6yWeszkaP.jpg
Ghostbusters,"['Comedy', 'Fantasy']",/3FS3oBdorgczgfCkFi2u8ZTFfpS.jpg
Ghostbusters II,"['Comedy', 'Fantasy']",/4nN0EYNbOWHJ9UO39maO5Kvcdfa.jpg
Drop Dead Gorgeous,['Comedy'],/lWCooTiA6sSLdCA4hzToHKKWBZb.jpg
The Haunting,"['Horror', 'Thriller', 'Fantasy', 'Mystery']",/6cZp6bho46sCGKJ3by3hnhCs5TD.jpg
Inspector Gadget,"['Action', 'Adventure', 'Comedy', 'Family']",/kvlKBGtyyNVyGJB72aD1vwPk2d4.jpg
Trick,"['Comedy', 'Romance']",/66cKKKF7Esvh7kKErILr56lXl43.jpg
Deep Blue Sea,"['Action', 'Science Fiction', 'Thriller']",/r386y8YpePXoS7P4jHWZRTF36Zb.jpg
Mystery Men,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Science Fiction']",/7psRSVuCZyYfxCxt4DTmeIcplPL.jpg
Runaway Bride,"['Comedy', 'Romance']",/5DN9BWdj45b9e31nWaLJceAGFR3.jpg
The Killing,"['Drama', 'Action', 'Thriller', 'Crime']",/eUfj1NXxd7yIiCrqAOUm1MYL2CQ.jpg
Killer's Kiss,"['Crime', 'Drama', 'Thriller']",/bHFmAWaUuzrok2khfLS85xeBqpO.jpg
Spartacus,"['Action', 'Drama', 'History']",/hpICDCTdMIpcqEeNa0k3rcedw2B.jpg
Lolita,"['Drama', 'Romance']",/heRYtNrkHLj3Lwghr2jPBX7Yc29.jpg
Barry Lyndon,"['Drama', 'Romance', 'War']",/hxl6rjUCmWD65GbVCYX5IYn1E0f.jpg
The 400 Blows,['Drama'],/nKVXTcCtOc3Zuu4yCEDMOUyeXfH.jpg
Jules and Jim,"['Drama', 'Romance']",/x4DeQiDAfPG3IMe1jKUcn8l9rUV.jpg
Vibes,"['Romance', 'Action', 'Comedy']",/lILGnyPFTmzeCduCm8PZczZtK1g.jpg
The Mosquito Coast,"['Adventure', 'Drama']",/8A1iDYSp8H5WORWZVCV3E3SpkGD.jpg
The Golden Child,"['Action', 'Adventure', 'Comedy']",/auDjIWIUob3yKfL78SthUl4Cy4z.jpg
Brighton Beach Memoirs,"['Comedy', 'Drama', 'Romance']",/lkGjEVhiI6z3dQMh4QGIRs8fTgZ.jpg
Assassination,"['Drama', 'Action', 'Thriller']",/s7PBv17JGA1zIPuq8CucLGzr5uk.jpg
Crimes of the Heart,"['Drama', 'Family']",/fSUFUAFsTiQJy5tDjEdYUM4Aqa1.jpg
The Color Purple,['Drama'],/2a50LyRInWGLWq3u3DeGBQnvBHR.jpg
The Kindred,"['Horror', 'Science Fiction']",/i6CoZQgJzlX7TpBTobDUr6M08TY.jpg
No Mercy,"['Action', 'Crime', 'Thriller']",/iQozlPXgadwTvymHWH1mPWzM80a.jpg
M??nage,"['Crime', 'Drama', 'Comedy']",/cwSg1tPiGVip3EksfE1EHWciJFC.jpg
Native Son,['Drama'],/nRHFI0oGyCIMjno7p7iGheVDJre.jpg
The Mission,"['Adventure', 'Drama', 'Action', 'History']",/cFrCh3cXQIjDaHYeZspSGSx7wGM.jpg
Little Shop of Horrors,"['Horror', 'Comedy', 'Music']",/bxRm8F7rnCsVDyrNh3K9yIFFBKL.jpg
The Little Shop of Horrors,['Comedy'],/jXAnJjYcrWfDhyj2weQhm1gud9Z.jpg
Allan Quatermain and the Lost City of Gold,"['Action', 'Adventure', 'Comedy']",/ncZ5s2GO3ABZQaS6JvZSSx0PtLj.jpg
The Morning After,"['Crime', 'Drama', 'Mystery', 'Thriller']",/kE4hwI5zApPvvKKfE3KSpvvw0hr.jpg
Radio Days,"['Comedy', 'Drama']",/mrLXdWckkIYpAUZPRXNiDGnIrO2.jpg
Outrageous Fortune,"['Action', 'Comedy', 'Mystery']",/3f4aaMwUPI21Vs14pqIGeqc7a6l.jpg
The Bedroom Window,"['Crime', 'Thriller', 'Mystery']",/1V55KCCTY3hNTJgjK6DZ5w1qO96.jpg
Deadtime Stories,"['Horror', 'Thriller']",/7T4CqLmzLkZyqSh7ny4JhcBo91Z.jpg
Light of Day,"['Music', 'Drama']",/qx9oxvDaAFEB6Q3MKsFyjLY6247.jpg
Wanted: Dead or Alive,"['Action', 'Thriller', 'Crime', 'Drama']",/lEzNi23kwSbkJpFMsgB38FZleel.jpg
Frances,['Drama'],/2x6jz5UlYQcRaEd0ZWSk4rTNUT5.jpg
Plenty,"['Drama', 'Romance']",/sropBhkqnwqP79kSuvOL7iIxaw8.jpg
Dick,['Comedy'],/zYvJOoh6mviQcfHNbo3Y9fRoRp8.jpg
